id,name,host_id,host_name,neighbourhood_group,neighbourhood,zipcode,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,year_month
16704118,Prime location & Near To All.,59974573,Taka,Queens,Elmhurst,11373,40.73658884,-73.87048884,Entire home/apt,110,4,0,,,1,89,201702
16338143,Cozy place in a diverse city,106963874,Mabel,Queens,Elmhurst,11373,40.74445775,-73.87735302,Private room,50,1,1,1/14/2017,1,1,0,201702
16598648,Wonderful private master room with Private bath,109487291,Fone,Queens,Elmhurst,11373,40.73676517,-73.8814193,Private room,50,1,0,,,1,90,201702
13884130,New York Private room in queens,69289864,Melodi,Queens,Elmhurst,11373,40.74695353,-73.87479567,Private room,39,1,7,9/16/2016,1.25,1,57,201702
14827522,Cozy close by subway@3 mins walk,92596736,Jazzy,Queens,Elmhurst,11373,40.74420564,-73.8798116,Shared room,28,2,6,1/9/2017,1.19,4,364,201702
15023694,Living room space for one.,52570387,Jira,Queens,Elmhurst,11373,40.74598271,-73.88111248,Shared room,29,1,2,10/3/2016,0.43,2,339,201702
8993871,"Sunny bedroom with balcony, Queens",46979077,Maya,Queens,Elmhurst,11373,40.74271454,-73.88989823,Private room,65,1,61,1/1/2017,4.04,1,321,201702
4012933,An big apt in queens 20 min to NYC,5650180,Jessica,Queens,Elmhurst,11373,40.74451209,-73.88067787,Private room,40,1,5,11/3/2016,0.17,2,301,201702
15110,Conveniently Queens with Two Rooms,3647,Rafael,Queens,Elmhurst,11373,40.7332081,-73.88191934,Entire home/apt,89,5,4,12/23/2012,0.05,3,278,201702
15022808,Living room space ^^,52570387,Jira,Queens,Elmhurst,11373,40.7452438,-73.87813434,Shared room,29,1,0,,,2,361,201702
3946201,"King size redwood bedroom, 20 min to NYC",5650180,Jessica,Queens,Elmhurst,11373,40.74574998,-73.88042762,Private room,50,3,6,1/3/2017,0.21,2,365,201702
12050885,Lovely comfy room close to metro,17638424,Sophie,Queens,Elmhurst,11373,40.74433932,-73.87368871,Private room,40,1,33,1/3/2017,3.2,7,78,201702
13578431,New Apt/less 5min walk to train,26382036,William,Queens,Elmhurst,11373,40.74083948,-73.87646261,Entire home/apt,90,2,23,1/2/2017,3.14,2,161,201702
3766107,Entire Apt in Queens,19291086,Gladys,Queens,Elmhurst,11373,40.7472883,-73.8735437,Entire home/apt,139,2,13,12/18/2016,0.75,3,360,201702
7435200,Ground-Floor Bedroom For Two,17996924,Amelia,Queens,Elmhurst,11373,40.7427505,-73.88085209,Private room,75,1,5,10/1/2015,0.27,2,246,201702
9278192,LARGE PRIVATE ROOM / KITCHEN / BATH,48183551,Carlos,Queens,Elmhurst,11373,40.74579558,-73.88116589,Private room,59,4,16,1/6/2017,1.15,2,359,201702
4026150,"Near City, Cozy & with Family",16514175,Hector Fabian,Queens,Elmhurst,11373,40.74735732,-73.88527969,Entire home/apt,45,3,60,1/27/2017,2.04,4,176,201702
5466891,Nice  room in two bedroom apt,25473059,Eugene,Queens,Elmhurst,11378,40.7292761,-73.88639808,Private room,27,7,5,10/3/2016,0.77,1,340,201702
780006,Home Sweet Room-RUBY-Queens NYC!!,4113132,Jacqueline & Tyas,Queens,Elmhurst,11373,40.73795166,-73.8782524,Private room,45,3,81,1/2/2017,1.63,4,365,201702
11757587,"Clean, furnished,newly renovated BR",56367479,Natalie Ngoc,Queens,Elmhurst,11373,40.73908412,-73.88637885,Private room,34,3,1,5/9/2016,0.11,1,0,201702
16147457,Spacious Room in the 3BR House,7537340,Sharad,Queens,Elmhurst,11373,40.74060785,-73.87328035,Private room,35,1,4,1/6/2017,2.18,1,68,201702
9362280,Queen Bed & Free Breakfast!!,48581713,Andrew,Queens,Elmhurst,11373,40.74234715,-73.87470195,Private room,40,1,30,1/6/2017,2.08,1,252,201702
10430715,Cozy and artistic room for you!,50684912,Constance,Queens,Elmhurst,11373,40.73994992,-73.87520292,Private room,80,1,0,,,1,365,201702
13969283,Groovy Mid-Century Studio Apt,51465867,Jasmine,Queens,Elmhurst,11372,40.74764592,-73.88251848,Entire home/apt,140,1,13,12/10/2016,1.93,1,364,201702
13444818,25mins to Manhattan 2BR Balcony/roof/skylight,38915391,Clair,Queens,Elmhurst,11373,40.73881312,-73.87181221,Entire home/apt,128,2,19,1/3/2017,2.43,1,270,201702
7278762,Penthouse 2BR Private Roof Skylight,22816592,Susi,Queens,Elmhurst,11373,40.73581385,-73.87122506,Entire home/apt,148,2,48,12/5/2016,2.59,1,330,201702
6478141,Cheap & Basic Temporary Airbed Room,15743237,Champson,Queens,Elmhurst,11373,40.73533592,-73.8657278,Private room,69,1,14,10/27/2015,0.69,2,0,201702
3870793,"Only 20 min to Times Sq., US Open",19993822,Tony,Queens,Elmhurst,11373,40.73954852,-73.88815789,Private room,69,1,4,9/27/2015,0.14,1,180,201702
15667041,Clean - Perfect Location!,160746,Ricardo,Queens,Elmhurst,11373,40.74632833,-73.88651031,Private room,80,2,0,,,1,179,201702
16439249,Large 1 Bed/ 20 Mins to Midtown Manhattan,8266069,Elizabeth,Queens,Elmhurst,11373,40.73822744,-73.87836853,Private room,60,2,0,,,2,83,201702
3698368,"Pretty PRIVATE Room Nearby Grand Ave, Queens",18764488,Yiyan,Queens,Elmhurst,11373,40.73564005,-73.87684681,Private room,64,6,1,10/5/2016,0.25,1,363,201702
5681611,Queen's Cozy Dream,16514175,Hector Fabian,Queens,Elmhurst,11373,40.74650661,-73.88536063,Private room,40,1,13,1/1/2017,2.38,4,195,201702
13282684,Fully furnished 1 bedroom apt,74908531,Maher,Queens,Elmhurst,11373,40.73126505,-73.87540431,Entire home/apt,85,4,3,7/1/2016,0.39,1,0,201702
11971334,Cozy comfy room close to metro,17638424,Sophie,Queens,Elmhurst,11373,40.74476377,-73.87328723,Private room,45,1,21,1/2/2017,2.52,7,83,201702
10133195,Private room 20mins from the city!,15640532,Kelly,Queens,Elmhurst,11373,40.74334677,-73.88235038,Private room,65,4,1,1/2/2016,0.08,1,0,201702
16478060,Luxury Apto in Queens!!,4980331,Claudia & Ray,Queens,Elmhurst,11373,40.73478614,-73.87203459,Entire home/apt,280,5,0,,,1,40,201702
11966623,Room in 2Br /2Ba new elevator Apt,19589007,Coco,Queens,Elmhurst,11373,40.73786465,-73.87929527,Private room,39,1,32,1/7/2017,7.87,2,363,201702
5412754,Room B: Double Bed and Desk,28024853,Mandy,Queens,Elmhurst,11373,40.74215764,-73.88876991,Private room,80,2,1,11/27/2016,0.43,3,145,201702
8848294,Your home away from home,38621500,Evie,Queens,Elmhurst,11373,40.74084414,-73.88577447,Private room,49,2,18,12/18/2016,1.13,2,352,201702
12713863,Private Bedroom #2,66269338,Peggy,Queens,Elmhurst,11372,40.7468288,-73.88826692,Private room,55,1,24,1/21/2017,2.71,4,84,201702
13636946,Beautiful 1BR/1Bath Suite In NYC,79078828,Chhong,Queens,Elmhurst,11373,40.74765054,-73.87168449,Entire home/apt,99,1,39,1/15/2017,5.39,1,154,201702
13508867,Master Suite: Two Double Beds & Private Bathroom,28024853,Mandy,Queens,Elmhurst,11373,40.74157366,-73.88776449,Private room,130,2,0,,,3,142,201702
16521978,Your Home away From Home 2,38621500,Evie,Queens,Elmhurst,11373,40.74113358,-73.8868174,Private room,35,2,0,,,2,246,201702
17045275,Private Room in New York City,114235915,Burock,Queens,Elmhurst,11373,40.73057691,-73.87346579,Private room,59,1,0,,,2,365,201702
13901192,Bright room in Queen's most diverse neighborhood,30447485,Adhali,Queens,Elmhurst,11373,40.74409655,-73.8904841,Private room,70,1,29,1/5/2017,4.42,1,58,201702
11570840,clean and nice size of private room,58361612,Youngsil,Queens,Elmhurst,11373,40.73514381,-73.87887354,Private room,30,1,0,,,1,0,201702
6494256,"Spacious, Peaceful Room",33527075,Brooke,Queens,Elmhurst,11373,40.74555136,-73.87785746,Private room,85,2,46,1/16/2017,2.22,1,53,201702
13113202,Private room with detached private bathroom,69427329,Michelle & Eddie,Queens,Elmhurst,11373,40.73843131,-73.87603385,Private room,49,1,15,1/6/2017,1.74,5,343,201702
4943027,Sunny Room in Queens,19291086,Gladys,Queens,Elmhurst,11373,40.74577423,-73.87508047,Private room,55,2,24,1/2/2017,1.17,3,365,201702
296361,Nice Private Room Beauty in Queens,1528912,Weiwei,Queens,Elmhurst,11373,40.7384666,-73.87306946,Private room,59,1,41,12/1/2016,0.99,2,362,201702
15237705,Your home away from home! Cozy room,85109278,Randolf,Queens,Elmhurst,11373,40.7327381,-73.88626639,Private room,45,2,8,1/8/2017,2.7,1,365,201702
5406143,Room A: Two Single Beds,28024853,Mandy,Queens,Elmhurst,11373,40.74284581,-73.88709641,Private room,85,2,2,12/11/2016,0.39,3,160,201702
4881610,beautiful large studio in ny!,2119797,Sungchan,Queens,Elmhurst,11373,40.73172914,-73.87378577,Entire home/apt,160,7,0,,,1,0,201702
8550487,Modern and Clean 1BR,21215135,Mariah,Queens,Elmhurst,11373,40.74546266,-73.89062274,Entire home/apt,175,1,0,,,1,0,201702
9336526,Small room with convenient commute,27962518,Xiangyu,Queens,Elmhurst,11373,40.73815619,-73.87524697,Private room,180,1,0,,,2,0,201702
8830802,Elmhurst nice apartment,46252415,Uting,Queens,Elmhurst,11373,40.74158074,-73.87701308,Private room,135,1,0,,,1,365,201702
16260467,4 bedroom Apartment $319,65893575,Michelle & Eddie,Queens,Elmhurst,11373,40.73877394,-73.87424054,Entire home/apt,319,1,0,,,4,365,201702
12761910,4BR Queens - 20 min to Manhattan,69427329,Michelle & Eddie,Queens,Elmhurst,11373,40.73761216,-73.87416395,Entire home/apt,289,1,28,1/20/2017,3.16,5,326,201702
16016315,Nice room 2min to metro close to Manhattan,47735494,Iris,Queens,Elmhurst,11373,40.74396202,-73.87973847,Private room,43,1,9,1/14/2017,5.63,1,173,201702
16146834,Your cozy corner near Metro,17638424,Sophie,Queens,Elmhurst,11373,40.74467883,-73.8749074,Private room,35,1,7,12/30/2016,3.44,7,66,201702
16931267,Wonderful room near 7 train,113118215,Yari,Queens,Elmhurst,11373,40.73517158,-73.87504421,Private room,20,8,0,,,1,364,201702
11818137,Cozy studying & relaxing room,17638424,Sophie,Queens,Elmhurst,11373,40.74432165,-73.87402395,Private room,55,1,35,1/22/2017,3.26,7,74,201702
1987584,Home Sweet Room-HOMEY-Queens NYC!!,4113132,Jacqueline & Tyas,Queens,Elmhurst,11373,40.73918782,-73.87447419,Private room,45,3,40,1/15/2017,1.18,4,281,201702
6314008,Near Queens Mall Center - BD2,32843963,Marietou,Queens,Elmhurst,11373,40.72945846,-73.87807063,Private room,69,1,3,9/6/2016,0.34,2,365,201702
6313994,Bright Apt just off Queens Blvd BD1,32843963,Marietou,Queens,Elmhurst,11373,40.73135848,-73.8808742,Private room,69,1,5,1/2/2017,0.3,2,365,201702
5525236,Beautiful Spacious room NYC availab,28158089,Jennifer,Queens,Elmhurst,11373,40.74384406,-73.89044943,Private room,35,1,26,9/4/2016,1.23,2,0,201702
806040,Home Sweet Room-EMERALD-Queens NYC!,4113132,Jacqueline & Tyas,Queens,Elmhurst,11373,40.73811606,-73.87726501,Private room,45,3,98,1/2/2017,1.95,4,365,201702
806038,Home Sweet Room-SAPPHIRE-Queens NYC,4113132,Jacqueline & Tyas,Queens,Elmhurst,11373,40.73812942,-73.87708296,Private room,45,3,65,12/24/2016,1.31,4,365,201702
15928774,Yellow green cozy room near metro,17638424,Sophie,Queens,Elmhurst,11373,40.74612326,-73.87402375,Private room,50,1,15,1/31/2017,5.49,7,173,201702
16271051,"Entire place 2BR+bathroom, 20min to Manhattan",69427329,Michelle & Eddie,Queens,Elmhurst,11373,40.73753737,-73.87390489,Entire home/apt,120,1,5,1/28/2017,4.17,5,196,201702
16270389,2BR- Private Kitchen + Bathroom-20min to Manhattan,69427329,Michelle & Eddie,Queens,Elmhurst,11373,40.7383767,-73.87448691,Entire home/apt,150,1,6,1/21/2017,3.83,5,236,201702
16532312,Cozy Place by Target & Queens Center Mall!,40287297,Trix,Queens,Elmhurst,11373,40.73341535,-73.87519386,Private room,80,1,0,,,2,216,201702
12207964,Cheap but convenience,19589007,Coco,Queens,Elmhurst,11373,40.7420384,-73.87833221,Shared room,28,1,58,1/15/2017,6.42,2,365,201702
10501572,Elmhurst Private Living room,54144550,Chi,Queens,Elmhurst,11372,40.74727677,-73.87563424,Shared room,28,1,0,,,1,0,201702
16756269,Nice clean private room in Queens,111195229,Hongxia,Queens,Elmhurst,11373,40.74088119,-73.87925503,Private room,35,1,0,,,1,89,201702
16267197,"Cozy Bedroom, 16 mins to midtown by EFMR7 trains",40711894,Jessica,Queens,Elmhurst,11373,40.74108949,-73.88901124,Private room,53,1,4,1/1/2017,2.67,1,92,201702
7748044,Neat room with private bath $60,40140854,Soojeong,Queens,Elmhurst,11373,40.73462079,-73.8785664,Private room,60,1,1,8/8/2015,0.06,1,0,201702
14815230,Clean and close by subway,92596736,Jazzy,Queens,Elmhurst,11373,40.74417158,-73.87883086,Shared room,28,2,5,1/3/2017,1.04,4,364,201702
16974219,Comfy Big Bedroom & Long Suede Sofa,68123997,Gia,Queens,Elmhurst,11373,40.7416336,-73.87852924,Private room,50,2,0,,,1,44,201702
4720137,Cozy Share House in Queens (Room A),20868275,Toru,Queens,Elmhurst,11373,40.73902606,-73.87125058,Private room,43,3,3,1/8/2016,0.12,1,314,201702
6425175,Private Cozy Room in Queens,19291086,Gladys,Queens,Elmhurst,11373,40.74586761,-73.87385481,Private room,75,2,41,1/4/2017,2.28,3,365,201702
17041031,Private Room in NY,114235915,Burock,Queens,Elmhurst,11373,40.73246248,-73.87492307,Private room,39,1,0,,,2,365,201702
13208055,Spacious Studio w/Den next to park,8225278,Jasiel,Bronx,Fieldston,10471,40.89869815,-73.8984076,Entire home/apt,100,1,20,1/7/2017,2.42,1,365,201702
15259634,Amazing & Clean NYC Private Room by #1 Train,30499687,Jovanni & Natasha,Bronx,Fieldston,10471,40.89150244,-73.89775134,Private room,77,1,4,1/1/2017,2.14,2,90,201702
10719039,RIVERDALE GRANDVIEW,55395596,Vian,Bronx,Fieldston,10463,40.88871958,-73.90550744,Private room,70,1,1,8/7/2016,0.17,1,0,201702
14724479,Clean & Amazing Semi Private NYC Room by #1 Train,30499687,Jovanni & Natasha,Bronx,Fieldston,10471,40.89460347,-73.8974001,Private room,58,1,2,10/24/2016,0.45,2,322,201702
16428383,2 blocks to 2 ⭐️⭐️⭐️⭐️⭐️,45247495,Carlos,Bronx,Fieldston,10471,40.89197275,-73.89948323,Entire home/apt,150,4,0,,,1,187,201702
3191678,Private Room in Riverdale NY,9122601,Yan,Bronx,Fieldston,10471,40.89723133,-73.89943793,Private room,75,5,18,1/1/2017,0.8,1,317,201702
791452,"condominium near Manhattan, free gas and electric",2556784,Claudia,Bronx,Fieldston,10463,40.8881044,-73.90510017,Private room,70,1,7,10/5/2016,0.93,2,365,201702
789596,Riverdale  condominium Free G&E,2556784,Claudia,Bronx,Fieldston,10463,40.88878447,-73.90465273,Entire home/apt,67,1,9,8/6/2016,0.2,2,365,201702
13237385,Minimalist studio + back yard 2 blocks from subway,74179880,Silvia,Brooklyn,East New York,11207,40.67410379,-73.89012123,Entire home/apt,85,3,18,1/3/2017,2.43,5,362,201702
1699934,SAFE BUDGET IN  Brooklyn  NYC,2015914,Majar,Brooklyn,East New York,11207,40.66729132,-73.8865425,Private room,75,3,28,1/2/2017,0.7,7,365,201702
5488307,30 min to Downtown NYC  by train!,28459231,Iris,Brooklyn,East New York,11207,40.66443818,-73.89976838,Private room,70,2,23,1/2/2017,1.03,1,139,201702
17009005,Great Apartment in Brooklyn,12473611,Brittany,Brooklyn,East New York,11207,40.66090551,-73.89153557,Entire home/apt,54,1,0,,,1,360,201702
13863176,Cozy Bohemian Oasis #2,76996653,Aysia,Brooklyn,East New York,11207,40.67373397,-73.89213717,Private room,41,1,26,1/15/2017,3.66,2,33,201702
16615435,Habitación para hombre / Men's room,109673117,Wendell,Brooklyn,East New York,11208,40.67611865,-73.87915702,Private room,25,1,0,,,1,365,201702
15435397,Brand new & nice private 3 bedroom!,43148410,Afradh,Brooklyn,East New York,11207,40.66904522,-73.88568058,Entire home/apt,93,1,5,1/1/2017,1.46,1,311,201702
8973138,New Lots Getaway - The Pink Room,41633330,Mosi,Brooklyn,East New York,11207,40.66753429,-73.89196753,Private room,50,2,1,12/2/2015,0.07,5,40,201702
15300916,"2brs avail. in Bright, Warm Home. 15 mins from JFK",97430115,Marsha,Brooklyn,East New York,11207,40.67454307,-73.8866399,Private room,50,3,2,10/9/2016,0.49,2,179,201702
189732,Family & Friends in New York City,489400,,Brooklyn,East New York,11208,40.67445282,-73.87380523,Entire home/apt,169,3,110,1/5/2017,1.68,1,165,201702
15134876,Lovely studio 2 min walk to train/ subway,74179880,Silvia,Brooklyn,East New York,11207,40.67459068,-73.88843298,Entire home/apt,85,3,3,1/2/2017,0.69,5,325,201702
5434654,Three bedroom Apt Near Airport,28193427,Marvin,Brooklyn,East New York,11208,40.67855067,-73.88199256,Entire home/apt,105,2,55,1/16/2017,2.66,1,255,201702
3469095,Luxury KING Size Bed,17479646,Nadine,Brooklyn,East New York,11207,40.66183603,-73.89804697,Private room,55,1,118,12/31/2016,3.75,3,210,201702
10779329,Cozy bedroom with full bed,40133571,Marketa,Brooklyn,East New York,11208,40.66089419,-73.8671588,Private room,35,4,6,10/8/2016,0.51,1,314,201702
13036622,Quest Livings,72074833,Saheed,Brooklyn,East New York,11207,40.66040501,-73.89554753,Entire home/apt,105,1,6,10/31/2016,0.71,1,365,201702
15133612,"Beautiful 2BR Apt, 1 Min Walk to Major Subway!",68082479,Sunshine,Brooklyn,East New York,11207,40.67287818,-73.89595647,Entire home/apt,128,2,15,1/15/2017,3.46,2,318,201702
1041746,"Private room in Brooklyn,  Ny",5734543,Tramaine,Brooklyn,East New York,11239,40.64610174,-73.88022123,Private room,90,1,0,,,1,365,201702
3876513,The Experience,18869774,Chandra,Brooklyn,East New York,11208,40.6711868,-73.87741423,Private room,62,3,5,11/1/2015,0.2,2,365,201702
8972353,New Lots Getaway,41633330,Mosi,Brooklyn,East New York,11207,40.66581824,-73.89279314,Entire home/apt,76,2,21,1/2/2017,1.43,5,364,201702
13237057,Clean room 2 block from train,74179880,Silvia,Brooklyn,East New York,11207,40.67329636,-73.88896751,Private room,30,4,10,10/26/2016,1.28,5,329,201702
15302248,"1 Brm in East NY 15 min to JFK, 25 mins to LGA",97430115,Marsha,Brooklyn,East New York,11207,40.67615921,-73.88691306,Private room,50,3,3,1/7/2017,0.78,2,166,201702
15785785,Harrigan Luxury Townhouse Suite,102108786,Ernes,Brooklyn,East New York,11207,40.67401049,-73.88871845,Entire home/apt,250,3,1,1/5/2017,1,1,90,201702
12050897,Duplex Apt in Private House,16424639,Otoniel,Brooklyn,East New York,11208,40.66626912,-73.87888726,Entire home/apt,175,2,0,,,1,128,201702
16765959,Cozy Haven for Two,111289819,Darlena,Brooklyn,East New York,11208,40.65734922,-73.87765397,Entire home/apt,90,3,0,,,1,90,201702
13294052,EVENT SPOT,75030544,Sunny,Brooklyn,East New York,11208,40.6771463,-73.88104452,Entire home/apt,575,1,3,10/30/2016,0.38,3,180,201702
1299490,The Compound.,7065580,Sharon,Brooklyn,East New York,11208,40.66463833,-73.86471268,Entire home/apt,100,5,0,,,1,358,201702
1233346,New York City Living,230574,Maxine,Brooklyn,East New York,11207,40.66815462,-73.89569765,Entire home/apt,150,3,49,12/9/2016,1.18,1,324,201702
1693171,BLYN SPECIAL BUDGET PRICE IN  NYC,2015914,Majar,Brooklyn,East New York,11207,40.66894323,-73.88511434,Private room,62,3,43,10/9/2016,1.06,7,365,201702
15782722,Comfortable Room (C),102032572,Aldi,Brooklyn,East New York,11208,40.66349096,-73.86816549,Private room,30,3,5,1/9/2017,2.17,4,364,201702
15846997,Nice bunk bed (D),102032572,Aldi,Brooklyn,East New York,11208,40.66180118,-73.8677554,Private room,25,3,4,1/11/2017,1.71,4,352,201702
9555256,One Bedroom & Balcony Studio Style,18609006,Jovan,Brooklyn,East New York,11208,40.66874609,-73.88148746,Private room,60,2,0,,,4,364,201702
9424125,Cozy Studio - 15 mins away from JFK,48857636,Heather-Sky,Brooklyn,East New York,11208,40.67614298,-73.88255642,Entire home/apt,62,2,20,1/17/2017,1.77,1,309,201702
9424118,Furnished rooms 20minutes from JFK,48856694,Cecile,Brooklyn,East New York,11207,40.66707884,-73.8924267,Entire home/apt,110,2,28,1/2/2017,2,1,365,201702
13356272,Brand New 1 Bedroom Getaway Flat in Brooklyn,59026641,Daniel,Brooklyn,East New York,11207,40.66125791,-73.89940194,Entire home/apt,100,7,1,7/29/2016,0.16,1,0,201702
9555092,Cozy One Bedroom Studio Style,18609006,Jovan,Brooklyn,East New York,11208,40.667436,-73.88225903,Private room,20,1,11,11/18/2016,0.83,4,339,201702
14011511,Private Room Beautiful Apartment,15929157,Christina,Brooklyn,East New York,11208,40.67426387,-73.88238141,Private room,39,7,1,12/14/2016,0.58,2,365,201702
14339024,Comfy 1 bedroom apartment in ENY.,64990539,Glen,Brooklyn,East New York,11208,40.67080137,-73.87742017,Entire home/apt,90,3,12,1/2/2017,2.05,1,90,201702
15059309,"Amazing View, Modern Gem with Parking Included",19631676,Jorge,Brooklyn,East New York,11207,40.65667664,-73.87753271,Entire home/apt,99,3,10,1/23/2017,2.42,1,165,201702
15713938,Sleep well n Go,100801854,Azizi,Brooklyn,East New York,11207,40.65843438,-73.89245983,Private room,40,1,21,1/30/2017,6.3,1,364,201702
13221788,"Minimalist room, 2 min walk from the subway!",74179880,Silvia,Brooklyn,East New York,11207,40.67314617,-73.8892316,Private room,35,4,18,1/18/2017,2.23,5,280,201702
15054630,"Clean, large,beautiful, private room room for rent",42561290,Carla,Brooklyn,East New York,11208,40.66193792,-73.86820252,Private room,55,2,1,1/3/2017,0.94,2,362,201702
5224210,Feel at home,1220404,Tom,Brooklyn,East New York,11207,40.66638959,-73.89274872,Entire home/apt,100,2,1,5/3/2016,0.11,2,81,201702
15711631,Private clean Bedroom just 15 minutes to the jfk,100436922,Edwin,Brooklyn,East New York,11421,40.66989571,-73.86510209,Private room,50,1,0,,,2,365,201702
1692823,ON A BUDGET COZY IN BROOKLYN In NYC,2015914,Majar,Brooklyn,East New York,11207,40.6690759,-73.88694308,Private room,62,3,43,1/2/2017,1.06,7,365,201702
7714664,Awesome one bedroom apartment,2520125,Katja,Brooklyn,East New York,11207,40.66165827,-73.89738212,Entire home/apt,68,3,45,1/16/2017,2.49,2,44,201702
12037554,"Modern & Relaxing apartment by Subway,",21652066,Alisun,Brooklyn,East New York,11208,40.67411091,-73.88153391,Entire home/apt,85,1,56,1/29/2017,5.42,1,350,201702
3517171,"BEST DEAL IN BROOKLYN, FULL SIZE BED",17479646,Nadine,Brooklyn,East New York,11207,40.66194051,-73.89727119,Private room,45,1,147,12/28/2016,4.71,3,180,201702
16336686,Comfortable room in quite home.,42561290,Carla,Brooklyn,East New York,11208,40.66334625,-73.86667507,Private room,50,2,1,1/1/2017,0.88,2,88,201702
3516700,Comfy QUEEN Size Bed,17479646,Nadine,Brooklyn,East New York,11207,40.66332108,-73.89667854,Private room,50,1,106,12/4/2016,3.39,3,240,201702
13084210,"Comfortable, clean home away from home",72602511,Laura,Brooklyn,East New York,11208,40.66839529,-73.87520146,Private room,65,2,4,1/1/2017,0.52,2,89,201702
9281366,Starlight Getaway,41633330,Mosi,Brooklyn,East New York,11207,40.66303952,-73.89224969,Entire home/apt,76,2,0,,,5,365,201702
7968983,New 4bd room/3 bath w/private roof,780477,Donavan,Brooklyn,East New York,11207,40.66171063,-73.89929137,Entire home/apt,275,3,19,1/2/2017,1.15,1,329,201702
2989220,3 ROOM APARTMENT EARLY SPECIAL NYC,2015914,Majar,Brooklyn,East New York,11207,40.66885075,-73.88550424,Entire home/apt,250,5,0,,,7,365,201702
14769619,Cozy minimalist room close to train,74179880,Silvia,Brooklyn,East New York,11207,40.67403385,-73.88993484,Private room,33,3,17,12/3/2016,3.4,5,349,201702
13589669,East Brooklyn Garden Apartment,78485066,Corie,Brooklyn,East New York,11207,40.66414034,-73.89447141,Entire home/apt,54,1,19,1/9/2017,2.56,1,347,201702
5131596,Spacious & Sunny Corner Room,1917726,Julian,Brooklyn,East New York,11207,40.67523535,-73.8986405,Private room,65,1,6,1/7/2017,1.54,1,365,201702
6704932,1 Bedroom BK Apt!,3096326,Natalie,Brooklyn,East New York,11208,40.67425081,-73.87789962,Entire home/apt,210,2,7,9/23/2016,0.77,1,247,201702
16534323,Cozy Studio ENY Brooklyn,108773961,Kenol,Brooklyn,East New York,11207,40.66454928,-73.89852502,Entire home/apt,80,2,0,,,1,90,201702
4645319,Beautiful 1 bedroom apartment,2520125,Katja,Brooklyn,East New York,11207,40.66023369,-73.897798,Entire home/apt,69,4,65,1/15/2017,3.36,2,58,201702
15327651,Clean Quiet Brooklyn Haven,97690317,Undine,Brooklyn,East New York,11208,40.67440129,-73.87855779,Private room,90,3,1,1/1/2017,0.88,3,179,201702
14043418,Astonishing 1 Bedroom Apt,81545932,Senzeni,Brooklyn,East New York,11207,40.66847713,-73.89011675,Entire home/apt,120,2,1,9/22/2016,0.22,3,364,201702
16793649,Bright Apartment near Major Trains!,108249932,Yngrid And Jiovanni,Brooklyn,East New York,11207,40.67426123,-73.88970332,Entire home/apt,110,1,0,,,1,364,201702
11091309,Spacious-Modern-Reno 2BR Apt *** Subway 4min walk,7775937,Joseph,Brooklyn,East New York,11207,40.6654513,-73.88211769,Entire home/apt,150,4,48,1/18/2017,4.85,1,63,201702
11219289,A big Sunny Room.,58453451,Michael,Brooklyn,East New York,11207,40.67132876,-73.88743566,Private room,50,1,34,1/2/2017,5.26,2,27,201702
9843884,Beautiful & Warn Garden Appartment,50686888,Kay-Marie,Brooklyn,East New York,11207,40.668173,-73.8843637,Entire home/apt,140,2,8,10/17/2016,0.59,1,333,201702
16854141,"Snug, Cozy 1 bedroom Apartment",18595156,Dwane,Brooklyn,East New York,11207,40.65993418,-73.89617548,Entire home/apt,100,1,2,1/26/2017,2,1,365,201702
14888012,Brooklyn Vibe,93392260,Kathleen,Brooklyn,East New York,11207,40.67137035,-73.89127682,Private room,48,5,3,12/23/2016,0.83,1,88,201702
13466227,Cozy Bohemian Oasis   :),76996653,Aysia,Brooklyn,East New York,11207,40.67558407,-73.89730869,Shared room,36,1,35,1/15/2017,4.57,2,80,201702
2713477,Back1,4741190,Henry,Brooklyn,East New York,11208,40.66601943,-73.88100205,Private room,40,8,4,1/31/2017,0.69,4,365,201702
1141071,"Levite Alms' haven in Brooklyn, NY",6257567,Jennifer & Gertrude,Brooklyn,East New York,11207,40.66287164,-73.89642806,Entire home/apt,89,3,70,1/1/2017,1.56,1,339,201702
16081566,Serenity in Brooklyn,97690317,Undine,Brooklyn,East New York,11208,40.6747899,-73.87769681,Private room,125,3,1,12/31/2016,0.86,3,179,201702
8593527,Fantastic B&B 3minute walk to Train,45225133,Jerome,Brooklyn,East New York,11207,40.67025636,-73.8923228,Entire home/apt,125,2,32,1/23/2017,2.06,1,176,201702
7806322,Beautiful Zen 3BR Apartment,37915862,Greg,Brooklyn,East New York,11207,40.67417258,-73.89312534,Entire home/apt,131,5,40,1/4/2017,2.39,2,173,201702
7024474,Beautiful Private Room,15929157,Christina,Brooklyn,East New York,11208,40.67249489,-73.88114968,Private room,39,7,15,11/22/2016,0.77,2,311,201702
12131116,Quiet Sunnyside Getaway,64548309,Valentine,Brooklyn,East New York,11207,40.67852998,-73.87761463,Entire home/apt,69,2,38,1/20/2017,4.07,2,101,201702
13311392,Room with private,75030544,Sunny,Brooklyn,East New York,11208,40.67787256,-73.87846943,Private room,72,1,4,1/3/2017,0.54,3,163,201702
