id,name,host_id,host_name,neighbourhood_group,neighbourhood,zipcode,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,year_month
5639763,Cozy Room Near Subway,29227295,Dzmitry & Zina,Brooklyn,Borough Park,11219,40.63160982,-74.00729507,Private room,50,3,7,1/8/2017,0.45,2,0,201702
2524451,Nice room Convenient to Manhattan D,8288419,Jason,Brooklyn,Borough Park,11232,40.64649295,-73.99734512,Private room,46,1,51,1/26/2017,1.53,4,335,201702
2524213,Nice room Convenient to Manhattan C,8288419,Jason,Brooklyn,Borough Park,11232,40.6445325,-73.99576447,Private room,37,1,21,11/17/2016,0.6,4,276,201702
2524034,Nice room Convenient to Manhattan A,8288419,Jason,Brooklyn,Borough Park,11232,40.64639427,-73.99591715,Private room,54,1,86,1/3/2017,2.45,4,180,201702
12876883,Comfortable bedroom in spacious apt,11452065,Arthur,Brooklyn,Borough Park,11219,40.63994491,-73.99706175,Private room,70,2,1,6/13/2016,0.13,1,0,201702
7500903,HUGE room in Sunset Park with AC,30320622,Caitlin,Brooklyn,Borough Park,11220,40.64334051,-73.99924415,Private room,40,2,1,8/9/2015,0.06,2,0,201702
10010119,Sunset Park Cozy (small) bedroom,2924286,Patricia,Brooklyn,Borough Park,11220,40.63957217,-74.00260788,Private room,45,1,5,12/7/2016,0.38,2,333,201702
2124910,Room E,10384906,Susan,Brooklyn,Borough Park,11220,40.63726119,-74.00545642,Private room,29,1,44,1/15/2017,1.31,5,349,201702
6188359,Great room near subway with AC,31438151,Siyue,Brooklyn,Borough Park,11219,40.63096969,-74.00286219,Private room,44,1,3,7/2/2015,0.14,2,365,201702
16669787,Newly Renovated one Bedroom,3091947,Jillian,Brooklyn,Borough Park,11204,40.61469423,-73.98044383,Entire home/apt,230,2,0,,,1,90,201702
14421609,The Cozy Room,62023015,Benny,Brooklyn,Borough Park,11219,40.64390026,-73.99561896,Private room,40,1,34,1/12/2017,5.9,2,177,201702
16406137,Private room close to Manhattan,45654641,Eun Jin,Brooklyn,Borough Park,11204,40.62328632,-73.99368963,Private room,55,1,1,12/30/2016,0.86,1,365,201702
7749069,Large 1BR apt close to Barclays ct,40735098,Jay,Brooklyn,Borough Park,11232,40.64433582,-73.9986,Entire home/apt,130,2,4,1/1/2017,0.26,1,365,201702
592376,Whole ground floor apt.,2924286,Patricia,Brooklyn,Borough Park,11220,40.63905405,-74.00249838,Entire home/apt,65,1,4,1/1/2017,0.3,2,334,201702
16124655,Clean bed for girls,99124364,Keith,Brooklyn,Borough Park,11219,40.63214358,-74.009864,Shared room,18,1,3,1/3/2017,1.84,2,61,201702
16647264,Private Large Bedroom in Sunset Park,54104688,Stella,Brooklyn,Borough Park,11232,40.64705645,-73.99629284,Private room,34,10,0,,,1,22,201702
13937331,Clean Bedroom in a safe neighborhood,38480438,Hossein,Brooklyn,Borough Park,11219,40.63017837,-74.00829051,Private room,34,2,8,1/9/2017,1.3,1,87,201702
13915459,"BRIGHT, NEW RENOVATED ROOM+ BACKYARD",82572964,Nhu,Brooklyn,Borough Park,11219,40.63923741,-73.99583157,Private room,34,1,31,1/25/2017,4.47,1,327,201702
14964655,brooklyn comfy safe near all,94232838,Joe,Brooklyn,Borough Park,11219,40.63730855,-73.99857695,Private room,70,1,0,,,1,358,201702
389482,Quaint & Quiet in Queens,1947974,Constance F.,Queens,Briarwood,11435,40.71067742,-73.81547845,Private room,75,1,58,1/7/2017,1.04,2,329,201702
7725496,Cutest kitty lives here by JFK,40593980,Joy,Queens,Briarwood,11435,40.71327801,-73.82315097,Private room,45,2,22,1/21/2017,1.23,1,141,201702
12156541,One large bedroom for rent,65279659,Bobnkay,Queens,Briarwood,11435,40.71269508,-73.81558518,Private room,1100,1,0,,,1,0,201702
16440383,"Cozy &  Comfy Room in quiet Briarwood, Queens, NY",570442,Maria,Queens,Briarwood,11435,40.71128269,-73.81813888,Private room,85,2,0,,,1,90,201702
9837193,"Affordable,safe&convenient apartment",50654265,Shujuan,Queens,Briarwood,11435,40.71346588,-73.81643179,Private room,45,1,47,1/8/2017,3.51,3,216,201702
15970318,"2 beds in single nice room, JFK&LGA 15 minutes.",101657794,Dr. Shirin,Queens,Briarwood,11432,40.70863732,-73.80669575,Private room,39,1,6,1/15/2017,2.61,3,364,201702
13865010,"Close to JFK, Airtrain, train E, F",23217966,Sandra,Queens,Briarwood,11435,40.70570025,-73.81377995,Private room,45,1,13,1/31/2017,2.29,1,354,201702
15941474,"JFK 10 & LGA 15 minutes, One Bed Room",101657794,Dr. Shirin,Queens,Briarwood,11432,40.70912518,-73.80602677,Private room,43,1,11,1/29/2017,4.18,3,364,201702
16661873,"Looking for a nice, simple, and clean stay?",50654265,Shujuan,Queens,Briarwood,11435,40.71158784,-73.81669998,Private room,30,1,2,1/18/2017,2,3,100,201702
13842069,LEGO Garden 1BR Apt near JFK & LGA Airports,87601,Kazumi,Queens,Briarwood,11435,40.71435328,-73.82256121,Entire home/apt,73,5,12,1/20/2017,2.59,2,341,201702
1914787,Your home away from home in Comfort,9509269,Carlos,Queens,Briarwood,11435,40.71434667,-73.81872846,Private room,66,3,55,1/5/2017,1.42,2,287,201702
923979,Private Studio 10Min From JFK 25min from Manhattan,4970027,צבי,Queens,Briarwood,11435,40.70554938,-73.81493176,Entire home/apt,77,2,15,1/3/2017,0.32,1,312,201702
15150106,Cozy and Quiet in Queens (near JFK airport),63956525,Katie,Queens,Briarwood,11435,40.70927955,-73.81681999,Private room,50,2,4,11/12/2016,1.15,1,58,201702
15733921,Large Room with 2 beds JFK 10 & LGA 15 Minutes,101657794,Dr. Shirin,Queens,Briarwood,11432,40.70913487,-73.80831525,Private room,39,2,1,12/29/2016,0.81,3,365,201702
16824819,Great Location Stay for Visit to NYC!!,86162663,Evan,Queens,Briarwood,11435,40.71264781,-73.81584605,Entire home/apt,85,2,0,,,1,361,201702
14120153,Large and Luminous room available for female only,44702712,Jasmine,Queens,Briarwood,11435,40.70646396,-73.81409592,Shared room,48,1,0,,,1,0,201702
3939535,JFK/LGA Queens Modern Apt.,20411855,Chuck,Queens,Briarwood,11435,40.70941856,-73.81870263,Private room,70,1,44,11/6/2016,1.7,1,345,201702
4366109,Star Wars Room 15min from JFK & LGA,87601,Kazumi,Queens,Briarwood,11435,40.71438538,-73.82231256,Private room,48,3,50,12/2/2016,2.33,2,39,201702
16948224,"Welcome, The clean 2 bedroom condo",113317967,Carlos,Queens,Briarwood,11435,40.7134197,-73.81469471,Private room,62,1,0,,,1,364,201702
14164798,"Sunny, Huge, Contemporary, 28min from Attractions",85690211,Zlatan,Queens,Briarwood,11435,40.71334269,-73.81407735,Entire home/apt,109,4,1,8/27/2016,0.19,1,364,201702
898861,Private Suite 45 min from NYC,3546135,Jeanette & Henry,Queens,Briarwood,11432,40.71327343,-73.81071885,Entire home/apt,65,3,58,1/23/2017,1.22,1,328,201702
9844593,Affordable Apt+ Private Bathroom,50654265,Shujuan,Queens,Briarwood,11435,40.71132776,-73.81681579,Private room,58,1,42,12/31/2016,3.17,3,242,201702
1815505,Peaceful Oasis. 25 mins. Manhattan ,9509269,Carlos,Queens,Briarwood,11435,40.71592674,-73.82127287,Private room,56,3,39,1/28/2017,0.99,2,304,201702
394111,"Beautiful Bedrooms in Briarwood, NY",1947974,Constance F.,Queens,Briarwood,11435,40.71031191,-73.81568681,Private room,75,1,16,1/1/2017,0.28,2,329,201702
15133972,Clean&quiet living room near ocean.,95958773,Maryna,Brooklyn,Brighton Beach,11235,40.57554299,-73.96138393,Shared room,50,1,13,1/14/2017,3.05,1,364,201702
8881329,Private Bedroom in a Shared Oceanview Penthouse,45391176,Sam,Brooklyn,Brighton Beach,11224,40.57704982,-73.98095036,Private room,35,1,111,2/2/2017,7.12,2,79,201702
10058491,Beautiful convenient location spot.,51617404,Daria,Brooklyn,Brighton Beach,11235,40.5774575,-73.95866187,Private room,55,1,30,11/17/2016,2.62,1,365,201702
9890574,King Size Bedroom with Ocean View,48895144,Nikky,Brooklyn,Brighton Beach,11235,40.57480805,-73.96449811,Private room,85,1,22,1/5/2017,2.6,1,363,201702
11790749,"Big, bright apartment by the beach.",46798824,Matt,Brooklyn,Brighton Beach,11235,40.58011518,-73.95703256,Entire home/apt,199,1,0,,,1,0,201702
9693262,Great Location!Sunny Private Rm/Beach/Subway/Shops,47869440,Ms.,Brooklyn,Brighton Beach,11235,40.57807025,-73.95457693,Private room,85,1,20,10/23/2016,1.4,1,73,201702
4292238,"Oceanview room in NYC, near subway",22253838,Mariya,Brooklyn,Brighton Beach,11235,40.57782524,-73.96942793,Private room,95,2,3,9/16/2015,0.11,2,364,201702
15326500,Sofa for a night crash,92505537,Aziza,Brooklyn,Brighton Beach,11235,40.58159123,-73.96024577,Private room,25,1,1,2/1/2017,0.83,5,350,201702
14805770,Spectacular View Large Private Room,92505537,Aziza,Brooklyn,Brighton Beach,11235,40.57850445,-73.97125572,Private room,65,2,8,11/24/2016,1.59,5,180,201702
6276183,House near ocean / дом у Океана,32620691,Ijole,Brooklyn,Brighton Beach,11235,40.57750618,-73.96031451,Private room,80,2,21,11/5/2016,1.09,2,330,201702
8636057,Elegant Residence in Brooklyn,34694737,Gregory,Brooklyn,Brighton Beach,11235,40.5763414,-73.96172148,Entire home/apt,150,4,23,1/4/2017,1.48,1,365,201702
14789008,"Spacious 1BR amazing view, Beach 5 min, airport 20",26759986,Aziz,Brooklyn,Brighton Beach,11235,40.58139076,-73.95564806,Entire home/apt,150,6,2,9/20/2016,0.43,1,0,201702
14918642,Fully furnished private room,90023682,Ekrem,Brooklyn,Brighton Beach,11235,40.57752946,-73.96004093,Private room,45,3,4,1/16/2017,0.81,1,363,201702
498859,"NYC 30 min by Subway, Brooklyn 2",2462260,Dimitry,Brooklyn,Brighton Beach,11235,40.58167577,-73.96404232,Entire home/apt,150,4,31,1/16/2017,1.54,1,332,201702
6642469,Cozy private room by the ocean,32620691,Ijole,Brooklyn,Brighton Beach,11235,40.5775988,-73.96058577,Private room,99,1,38,11/6/2016,1.91,2,364,201702
11753010,brooklyn rent apartment,62535444,Alex,Brooklyn,Brighton Beach,11235,40.57997235,-73.95385116,Entire home/apt,125,1,17,1/8/2017,1.67,2,365,201702
6249333,Summer Bungalow by the Beach,1925958,Gina,Brooklyn,Brighton Beach,11235,40.57617436,-73.96345206,Private room,70,2,4,1/1/2017,0.79,1,363,201702
15291113,Private room with own bathroom,92505537,Aziza,Brooklyn,Brighton Beach,11235,40.58073943,-73.96128897,Private room,50,1,9,1/29/2017,2.33,5,323,201702
15288638,Nice 2 br apartment by the beach,92505537,Aziza,Brooklyn,Brighton Beach,11235,40.58066221,-73.9604506,Entire home/apt,85,1,9,1/1/2017,2.27,5,283,201702
409666,"1 bdr apt, sunny close to the beach",405225,Olga,Brooklyn,Brighton Beach,11235,40.57748562,-73.95593782,Entire home/apt,75,1,8,9/18/2016,0.15,1,0,201702
15873852,Very sunny clean apartment on Coney Island beach,24157955,Greg,Brooklyn,Brighton Beach,11224,40.57650015,-73.97475905,Entire home/apt,97,1,4,12/22/2016,1.45,1,325,201702
14825405,Oceanview pull out bed in a SAFE area. No BS fees!,24676472,Gino,Brooklyn,Brighton Beach,11235,40.5787178,-73.96751567,Shared room,50,1,1,10/9/2016,0.25,1,0,201702
1914185,Spacious One Bedroom Near the Beach,9928808,Erica And Abhik,Brooklyn,Brighton Beach,11235,40.57894765,-73.95717136,Entire home/apt,70,5,12,5/21/2016,0.32,1,0,201702
4550813,BEACH STAY big PRIVATE room,23595418,Marianna,Brooklyn,Brighton Beach,11235,40.57773376,-73.96033614,Private room,60,2,51,1/7/2017,1.95,2,118,201702
4287605,Spacious 2BD oceanview with balcony,22253838,Mariya,Brooklyn,Brighton Beach,11235,40.57665779,-73.96669072,Entire home/apt,190,1,23,12/3/2016,0.86,2,363,201702
1534212,Welcome to our house party,7365834,Alex,Brooklyn,Brighton Beach,11235,40.58279889,-73.95826054,Entire home/apt,89,1,45,8/29/2016,1.35,3,355,201702
10282456,COSY BEDROOM FOR 2,35553123,Rooslan,Brooklyn,Brighton Beach,11235,40.58264091,-73.95954787,Private room,79,2,6,11/13/2016,0.45,9,339,201702
16589315,Superior 1Bdr apartment renovated,72159485,Ludmila,Brooklyn,Brighton Beach,11224,40.57839449,-73.98172808,Entire home/apt,55,1,3,1/29/2017,3,3,329,201702
1191606,STUNNING OCEAN-VIEW 1BR in BROOKLYN,6514245,Al,Brooklyn,Brighton Beach,11235,40.575688,-73.95438829,Entire home/apt,137,3,28,1/3/2017,0.64,1,326,201702
15929320,CUTE BEDROOM IN A CUTE APARTMENT,35553123,Rooslan,Brooklyn,Brighton Beach,11235,40.58264276,-73.95781608,Private room,79,2,2,11/17/2016,0.72,9,364,201702
11189443,Beach front penthouse Brooklyn,21337185,Pnina,Brooklyn,Brighton Beach,11235,40.57588239,-73.95810168,Entire home/apt,700,30,0,,,1,358,201702
15299219,Beautiful Master Bedroom - By the Beach^^ BeatifuL,38833457,Jordan,Brooklyn,Brighton Beach,11235,40.58289367,-73.95731214,Private room,45,2,0,,,10,364,201702
6334492,Spacious Private Room by the Ocean,27295569,Michael,Brooklyn,Brighton Beach,11235,40.57737511,-73.9610244,Private room,70,1,72,1/14/2017,3.52,1,180,201702
13017510,Manhattan Beach for summer rent,71849131,Elena,Brooklyn,Brighton Beach,11235,40.57728401,-73.95344581,Entire home/apt,2800,30,0,,,1,365,201702
15115507,"Beautiful One bedroom, city life by the ocean.",90989281,Bella,Brooklyn,Brighton Beach,11235,40.58406783,-73.96689707,Private room,83,1,10,11/11/2016,2.24,1,365,201702
13157014,"2 BEDROOMS, 1 BATH, FULL FRONTAL OCEANVIEW",65825355,Paul,Brooklyn,Brighton Beach,11235,40.57640833,-73.9557883,Entire home/apt,99,3,0,,,1,0,201702
6237065,NEW YORK CITY WITH AN OCEAN BREEZE,32365131,Sawyer,Brooklyn,Brighton Beach,11235,40.58062714,-73.96773157,Private room,129,3,0,,,1,365,201702
14688547,DUCKHUNTER RESIDENCE,91331208,Duck,Brooklyn,Brighton Beach,11224,40.57996995,-73.97504535,Shared room,80,2,0,,,1,364,201702
15236476,A COSY COUCH FOR A TRAVELLER,35553123,Rooslan,Brooklyn,Brighton Beach,11235,40.58288288,-73.95841982,Shared room,29,1,4,12/4/2016,0.94,9,0,201702
5013797,Cozy Apartment near the Ocean,17984114,Nilufer,Brooklyn,Brighton Beach,11235,40.5765754,-73.96354256,Private room,30,2,4,8/16/2015,0.21,1,364,201702
13136912,Brighton Beach Studio Half Block From the Ocean,6909591,Eli,Brooklyn,Brighton Beach,11235,40.5769165,-73.96753008,Entire home/apt,67,1,1,6/5/2016,0.12,1,0,201702
6317058,Cozy room by the beach,23968534,Julie,Brooklyn,Brighton Beach,11235,40.57976699,-73.95793379,Shared room,50,1,10,9/5/2016,0.54,1,0,201702
9330135,Brand new 1 BR apt Steps from train,48423154,Evelyn,Brooklyn,Brighton Beach,11235,40.57658998,-73.96297656,Entire home/apt,85,5,0,,,1,0,201702
13782741,STEPS FROM OCEAN,22297851,Inga,Brooklyn,Brighton Beach,11235,40.57658299,-73.96107476,Entire home/apt,199,3,0,,,1,0,201702
10091438,Beach bums rule!,15580799,Brighton Beach,Brooklyn,Brighton Beach,11235,40.5757685,-73.96348707,Shared room,180,1,0,,,1,365,201702
9716905,Large apartment. Elite area. Ocean!,50127590,Valerii,Brooklyn,Brighton Beach,11235,40.57798832,-73.96771236,Entire home/apt,185,1,12,12/19/2016,1.1,1,365,201702
15742303,Cozy room by the Beach,92505537,Aziza,Brooklyn,Brighton Beach,11235,40.58038109,-73.95989595,Private room,50,1,1,1/15/2017,1,5,359,201702
12069655,Small PRIVATE ROOM by the beach,23595418,Marianna,Brooklyn,Brighton Beach,11235,40.57610854,-73.95902466,Private room,54,7,0,,,2,364,201702
15074859,Private bedroom with private bathroom and terrace,4157689,Barbara,Brooklyn,Brighton Beach,11235,40.5777217,-73.96210944,Private room,65,1,1,11/11/2016,0.36,1,159,201702
15073714,Nice 1 bedroom apt in Brooklyn,95343073,Noza,Brooklyn,Brighton Beach,11223,40.58303127,-73.96856532,Entire home/apt,120,30,0,,,3,179,201702
13107627,Private Bedroom w/ Private Bath,72542338,Rochette,Brooklyn,Brighton Beach,11235,40.58047023,-73.95379728,Private room,145,3,9,1/2/2017,1.12,1,364,201702
703971,HOME AWAY FROM HOME,1785800,Marvet,Brooklyn,Prospect-Lefferts Gardens,11225,40.65785867,-73.95308343,Private room,65,3,16,9/21/2016,0.3,6,364,201702
15645695,Private Room,9637454,Orel,Brooklyn,Prospect-Lefferts Gardens,11203,40.66206652,-73.94001576,Private room,85,1,0,,,2,363,201702
16555010,Private room with BIG bed,38700102,Welcome,Brooklyn,Prospect-Lefferts Gardens,11225,40.66249254,-73.94701909,Private room,30,1,1,1/5/2017,1,10,0,201702
8823472,Appartment in Lefferts Gardens,1415417,Lorenzo,Brooklyn,Prospect-Lefferts Gardens,11225,40.65802877,-73.95838753,Entire home/apt,60,3,0,,,1,0,201702
4829087,Large Room in Big Bright Apartment,3435142,Zack,Brooklyn,Prospect-Lefferts Gardens,11225,40.65597013,-73.95414111,Private room,80,6,0,,,1,0,201702
4774629,Beautiful Spacious Suite..,1660841,Syreeta,Brooklyn,Prospect-Lefferts Gardens,11225,40.65784709,-73.95554534,Private room,90,1,0,,,1,0,201702
9806373,"Bright Spacious Brooklyn Gem, 3 BR",50523735,Grace,Brooklyn,Prospect-Lefferts Gardens,11203,40.65907597,-73.94712087,Entire home/apt,130,2,40,1/15/2017,3.01,1,228,201702
9138319,Huge 2BR in the heart of Brooklyn,2264413,Zachary,Brooklyn,Prospect-Lefferts Gardens,11225,40.65835899,-73.96009529,Entire home/apt,107,2,4,1/2/2017,0.3,1,31,201702
195240,5 stops 2NYC/By 4 trains/Prospect Pk Botanic Grdns,949221,Dennis,Brooklyn,Prospect-Lefferts Gardens,11226,40.65592711,-73.95718343,Private room,55,2,22,11/7/2016,0.39,2,54,201702
6410924,Quiet Bedroom in Large Charming Apt,1503493,Phi,Brooklyn,Prospect-Lefferts Gardens,11225,40.65969597,-73.95941573,Private room,55,3,0,,,1,0,201702
513362,"SingleRoom-A/C,WiFi",1367316,Deb,Brooklyn,Prospect-Lefferts Gardens,11225,40.66050194,-73.95722856,Private room,25,1,24,12/26/2016,0.43,5,240,201702
16252761,Kosher 3 bdrm apt with balcony & private bathrooms,106272021,Esther,Brooklyn,Prospect-Lefferts Gardens,11203,40.66298222,-73.94063929,Entire home/apt,80,1,1,12/18/2016,0.61,1,364,201702
786053,"Sunny Rm #2, A/C, Park, express Q train",2478675,"Gina, Sadiya & Carlos",Brooklyn,Prospect-Lefferts Gardens,11226,40.65571826,-73.95625564,Private room,45,1,84,1/27/2017,1.93,4,319,201702
13696267,Pretty private room in Brooklyn by Prospect park,29013448,Mari,Brooklyn,Prospect-Lefferts Gardens,11225,40.65658723,-73.95991915,Private room,44,1,9,12/10/2016,1.7,2,0,201702
2723019,Cozy & modern 1 br apt in Brooklyn,13934498,Herby,Brooklyn,Prospect-Lefferts Gardens,11225,40.65785746,-73.95715328,Entire home/apt,90,14,2,5/10/2016,0.19,1,249,201702
15633510,Light-Filled Corner Glass Apartment,17328624,Marcus,Brooklyn,Prospect-Lefferts Gardens,11203,40.6572401,-73.94752123,Entire home/apt,200,2,2,1/21/2017,0.97,1,115,201702
14322269,Simple,48194357,Satvic,Brooklyn,Prospect-Lefferts Gardens,11225,40.65918163,-73.96127837,Entire home/apt,60,2,30,2/2/2017,5.17,2,262,201702
6588947,Sunny Prospect Park 2 Bedroom,19233353,Kallie,Brooklyn,Prospect-Lefferts Gardens,11225,40.65782626,-73.95721426,Private room,60,3,0,,,2,0,201702
12290567,Clean studio apartment for sleeping,66240027,Bianca,Brooklyn,Prospect-Lefferts Gardens,11225,40.66258948,-73.95981229,Entire home/apt,40,1,2,4/28/2016,0.21,1,0,201702
6654081,"Townhouse, greenest block Brooklyn",2979971,Anna,Brooklyn,Prospect-Lefferts Gardens,11225,40.66019849,-73.95410652,Entire home/apt,170,1,0,,,1,0,201702
8883032,"Studio Apt, Prospect Park, Brooklyn",46481544,Jose,Brooklyn,Prospect-Lefferts Gardens,11225,40.65931592,-73.96192084,Entire home/apt,70,1,0,,,1,0,201702
625365,"In the heart of Prospect Park, BK!",3102648,Zhenia,Brooklyn,Prospect-Lefferts Gardens,11225,40.65706136,-73.96147294,Entire home/apt,125,2,22,1/2/2017,0.54,1,0,201702
14976743,2. Private Room with nice queen bed,71464559,Vit,Brooklyn,Prospect-Lefferts Gardens,11225,40.66127981,-73.9470753,Private room,59,1,0,,,2,365,201702
6850801,3 Bedroom Kid-Friendly Apartment,27287584,Chana,Brooklyn,Prospect-Lefferts Gardens,11225,40.66299276,-73.94382483,Entire home/apt,250,4,0,,,1,0,201702
9078222,"Prospect Park 3 bdrm, Sleeps 8 (#2)",47219962,Babajide,Brooklyn,Prospect-Lefferts Gardens,11225,40.66098276,-73.96225985,Entire home/apt,125,2,33,1/4/2017,2.15,1,343,201702
755525,Airy Bedroom in Lefferts Garden,1961551,Nathalie,Brooklyn,Prospect-Lefferts Gardens,11226,40.65574353,-73.95490714,Private room,60,4,2,1/3/2016,0.11,1,363,201702
9405719,Prospect lefferts modern style loft,754324,Olufela,Brooklyn,Prospect-Lefferts Gardens,11225,40.66044819,-73.94544875,Private room,155,1,0,,,1,365,201702
361603,Comfy studio apt in parkside Bklyn!,1733171,Faith,Brooklyn,Prospect-Lefferts Gardens,11225,40.65712936,-73.95803743,Entire home/apt,89,10,3,8/29/2015,0.09,1,0,201702
3857180,Parkside Brooklyn Artist Apartment!,3861404,Stefanie,Brooklyn,Prospect-Lefferts Gardens,11226,40.65432425,-73.96170839,Entire home/apt,110,2,11,10/31/2016,0.61,2,0,201702
6881101,Homey and Convenient!,4169565,Josh,Brooklyn,Prospect-Lefferts Gardens,11225,40.65457391,-73.96077067,Entire home/apt,125,4,2,8/21/2015,0.11,1,0,201702
10353449,"Peaceful, Comfy Room Near the Park!",3992539,Rachel,Brooklyn,Prospect-Lefferts Gardens,11225,40.65683399,-73.95664811,Private room,50,3,14,11/1/2016,1.32,3,339,201702
9435462,Spacious Room in Brooklyn,48904576,Ryna,Brooklyn,Prospect-Lefferts Gardens,11225,40.6621103,-73.95745316,Private room,40,3,2,2/28/2016,0.15,3,0,201702
15988992,Neat and Massive on Prospect Park,20689053,Hanna,Brooklyn,Prospect-Lefferts Gardens,11225,40.66158533,-73.96195125,Entire home/apt,199,2,0,,,2,308,201702
260618,Large Studio  & Patio,1367316,Deb,Brooklyn,Prospect-Lefferts Gardens,11225,40.66210789,-73.95519081,Entire home/apt,60,1,46,1/20/2017,0.74,5,277,201702
14809302,A Small Room With Futon Bed In A House In Brooklyn,40236384,Oates,Brooklyn,Prospect-Lefferts Gardens,11225,40.65986391,-73.95897878,Private room,60,1,17,12/4/2016,,2,61,201702
16381870,Sunny Apartment in Lefferts Garden,23964830,Ben,Brooklyn,Prospect-Lefferts Gardens,11225,40.65773001,-73.95091097,Private room,55,1,0,,,2,0,201702
16707794,"large room in Brooklyn, GREAT location",65388974,Alan,Brooklyn,Prospect-Lefferts Gardens,11225,40.65831474,-73.95939568,Private room,40,3,0,,,1,47,201702
6913421,Brooklyn ensuite near Prospect park,36229751,Lara + Jon,Brooklyn,Prospect-Lefferts Gardens,11225,40.66073015,-73.95138808,Private room,85,4,16,1/2/2017,1.45,1,77,201702
15957368,Large bedroom,8725154,John,Brooklyn,Prospect-Lefferts Gardens,11225,40.66058181,-73.95485497,Private room,44,2,2,1/16/2017,1.4,1,365,201702
7664863,A Cozy Room In A Brooklyn House,40236384,Oates,Brooklyn,Prospect-Lefferts Gardens,11225,40.65793042,-73.96005377,Private room,65,1,29,11/21/2016,1.58,2,33,201702
717922,LARGE FULLY FURNISHED ROOM,1785800,Marvet,Brooklyn,Prospect-Lefferts Gardens,11225,40.65869118,-73.95010996,Private room,56,5,2,6/12/2016,0.04,6,365,201702
6585590,"Large, sunny apt just renovated",4726355,Arabella,Brooklyn,Prospect-Lefferts Gardens,11225,40.66022836,-73.95247537,Entire home/apt,95,3,10,5/29/2016,0.71,2,0,201702
8880524,Attic Cove,3758073,Marcos,Brooklyn,Prospect-Lefferts Gardens,11225,40.65879281,-73.95661898,Private room,60,2,4,8/31/2016,0.26,1,0,201702
5567361,Modern Apt - Vibrant Neighborhood!,7797690,Danica,Brooklyn,Prospect-Lefferts Gardens,11225,40.65716691,-73.96002834,Entire home/apt,125,1,118,1/29/2017,5.45,1,158,201702
848718,Spacious & Comfy by Prospect Park,4375988,Keturah,Brooklyn,Prospect-Lefferts Gardens,11225,40.65906471,-73.95646242,Private room,75,3,27,11/2/2016,1.01,2,365,201702
11719461,Beautiful bedroom next to the park,61825156,Yasminn90,Brooklyn,Prospect-Lefferts Gardens,11225,40.65984726,-73.96039318,Private room,80,2,11,12/22/2016,1.18,2,363,201702
13861153,Huge private Room in a Shared Apt,37272291,Philip,Brooklyn,Prospect-Lefferts Gardens,11225,40.66287168,-73.95119456,Private room,60,2,18,12/28/2016,2.95,1,75,201702
16708143,Bright room with queen size bed.,52059111,Daniel,Brooklyn,Prospect-Lefferts Gardens,11225,40.65929491,-73.9607524,Private room,100,1,0,,,1,25,201702
12643924,Peaceful and beautiful room by park,1216362,Camila,Brooklyn,Prospect-Lefferts Gardens,11226,40.65502378,-73.96149295,Private room,49,1,2,12/12/2016,0.3,3,339,201702
13299862,Sunny Private Room in Crown Heights,19450781,Ximena,Brooklyn,Prospect-Lefferts Gardens,11225,40.66297588,-73.94953997,Private room,50,1,0,,,1,365,201702
7401573,2. Private Room w Bunk bed 1st flor,38700102,Welcome,Brooklyn,Prospect-Lefferts Gardens,11225,40.66132062,-73.94868946,Private room,53,1,3,1/3/2017,0.23,10,365,201702
4553554,"huge, sunny bedroom with park views",5099844,Elizabeth,Brooklyn,Prospect-Lefferts Gardens,11225,40.66166611,-73.95949158,Private room,70,2,26,12/10/2016,0.98,1,352,201702
11791673,Quiet 2 Bedrm w 3 Beds-ProspectPark,62787599,Ro,Brooklyn,Prospect-Lefferts Gardens,11225,40.65987493,-73.948224,Entire home/apt,109,4,7,10/27/2016,0.8,2,365,201702
14023988,Spacious room right by prospect park!,5682772,Nupur,Brooklyn,Prospect-Lefferts Gardens,11225,40.66053734,-73.95959054,Private room,75,2,11,2/1/2017,1.68,1,0,201702
10015137,"1BR-near to park, subway, cafes!",51433399,Meghan,Brooklyn,Prospect-Lefferts Gardens,11225,40.65926672,-73.96124796,Entire home/apt,80,1,1,1/5/2016,0.08,1,0,201702
58729,Large cozy and quiet private room,281343,Katia,Brooklyn,Prospect-Lefferts Gardens,11225,40.66364298,-73.94669859,Private room,99,4,23,10/9/2016,0.35,2,353,201702
15918841,Sunny and big room in front of Prospect park,4582178,Marta,Brooklyn,Prospect-Lefferts Gardens,11225,40.66181855,-73.96216729,Private room,96,2,0,,,2,89,201702
11790047,Prospect Park - Quiet 2 Room Studio,62787599,Ro,Brooklyn,Prospect-Lefferts Gardens,11225,40.6584986,-73.94877083,Entire home/apt,98,4,1,1/1/2017,0.88,2,365,201702
3861662,2.5-Bedroom Duplex near Prospect Park,19928438,Tolonda,Brooklyn,Prospect-Lefferts Gardens,11225,40.66253194,-73.95517679,Entire home/apt,350,3,0,,,1,88,201702
4188807,Spacious Bedroom in a Brooklyn House,4152484,Oates + Bill,Brooklyn,Prospect-Lefferts Gardens,11225,40.65899316,-73.95891313,Private room,72,1,143,1/7/2017,4.99,3,164,201702
